NAF,Code_NAF,Nom,Adresse_etablissement,Code_Postal,CoordonneesLambertAbscisse,coordonneesLambertOrdonnee
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 23 AVENUE SIDOINE APOLLINAIRE 69009 LYON,69009,839518.0683343192,6520884.892449268
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS, 65 RUE DU BOURBONNAIS 69009 LYON,69009,839676.7889004188,6520919.384292308
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES VALBERT, 99 AVENUE SIDOINE APOLLINAIRE 69009 LYON,69009,839711.7459585334,6520282.028214813
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,WATERBOSS EUROPE, 24 AVENUE JOANNES MASSET 69009 LYON,69009,839901.777246777,6520621.374708257
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ASSISTANCE CONSTRUCTION SERVICES,PARC ACTIVITE GORGE DU LOUP 24 AVENUE JOANNES MASSET 69009 LYON,69009,839901.777246777,6520621.374708257
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),PRO CONCEPT 5 SERVICES, 30 QUAI ARLOING 69009 LYON,69009,840778.5130833656,6520691.083153905
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),HARMONIE FENETRES, 54 RUE MARIETTON 69009 LYON,69009,839997.9619691741,6521178.856119144
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),POLY COUTELIER-ORFEVRE, 22 GRANDE RUE DE VAISE 69009 LYON,69009,840430.917051674,6521022.354558231
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),TECHNIPROFERM, 50 RUE DU SOUVENIR 69009 LYON,69009,839617.614160987,6521142.306792193
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),EXPERTISE MENUISERIES, 12 RUE MARIETTON 69009 LYON,69009,840373.7480813854,6521115.686138023
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),POUFFIER MOTOCULTURE, 97 RUE DU BOURBONNAIS 69009 LYON,69009,839436.5180552554,6520909.253094499
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),CDB LYON NORD, 29 RUE DE BOURGOGNE 69009 LYON,69009,840085.217267062,6521411.782727064
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),PACIFIC POOLS EUROPE,LE THELEMOS 12 QUAI DU COMMERCE 69009 LYON,69009,840725.658438279,6522029.16152804
20.30Z,Fabrication de peintures vernis encres et mastics,ALLIOS, 12 RUE LUCETTE ET RENE DESGRAND 69100 VILLEURBANNE,69100,847469.6896408484,6522402.992189364
46.13Z,Intermediaires du commerce en bois et materiaux de construction,3 BAIES.COM, 155 RUE LEON BLUM 69100 VILLEURBANNE,69100,848030.234578975,6519675.742824884
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BATI CENTRAL, 86 RUE DE VERDUN 69100 VILLEURBANNE,69100,847526.2125819299,6521704.085367919
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ECOHOUSE FRANCE, 410 COURS EMILE ZOLA 69100 VILLEURBANNE,69100,848251.5017966656,6520059.323314789
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,STA GROUP FRANCE, 2 RUE CHARRIN 69100 VILLEURBANNE,69100,846814.5558364488,6519160.215195848
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EUROCOMMERCE BOIS, 23 RUE JULES VALLES 69100 VILLEURBANNE,69100,844917.9448362472,6520520.9831567025
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD CARRELAGES, 45 ALLEE DU MENS 69100 VILLEURBANNE,69100,848144.3922965059,6521912.38002423
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PPC, 17 RUE PAUL VERLAINE 69100 VILLEURBANNE,69100,846122.07,6520465.01
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FAURE, 205 AVENUE ROGER SALENGRO 69100 VILLEURBANNE,69100,846687.4325711124,6522037.21156139
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,OUVERTURES SUR MESURE.FR, 56 RUE DES BIENVENUS 69100 VILLEURBANNE,69100,846417.8666109578,6521243.863241351
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GREENCOTTAGES, 76 BOULEVARD DU 11 NOVEMBRE 1918 69100 VILLEURBANNE,69100,845119.0787198602,6521604.453052352
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AMINCO, 189 RUE LEON BLUM 69100 VILLEURBANNE,69100,848270.9479996144,6519727.543254457
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARMONY, 62 COURS TOLSTOI 69100 VILLEURBANNE,69100,845761.9800266324,6519921.58436323
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CERAMIC & BAIN, 14 RUE DOUAUMONT 69100 VILLEURBANNE,69100,847543.0900679628,6522023.521232372
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ELZINC FRANCE, 15 RUE JULES VALLES 69100 VILLEURBANNE,69100,844894.8003434881,6520605.636200228
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GBE MENUISERIE & FERMETURE, 92 RUE HIPPOLYTE KAHN 69100 VILLEURBANNE,69100,845778.0429182533,6520286.093251943
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BC GROUPE SARL, 40 RUE DE BRUXELLES 69100 VILLEURBANNE,69100,845411.5643868294,6521453.532266806
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BSM NEGOCE, 88 RUE DE VERDUN 69100 VILLEURBANNE,69100,847529.1634837987,6521691.270730909
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BM DIFFUSION, 34 PLACE DES MAISONS NEUVES 69100 VILLEURBANNE,69100,845911.8505181683,6519095.473420032
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMCE,  AVENUE PAUL KRUGER 69100 VILLEURBANNE,69100,847627.7491545415,6519050.424151377
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 3 RUE CHRISTIAN DE WETT 69100 VILLEURBANNE,69100,847432.206469784,6519059.164114584
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AKZO NOBEL DISTRIBUTION, 200 RUE LEON BLUM 69100 VILLEURBANNE,69100,848672.1675558408,6519928.870567029
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PRO DOUCHE, 30 RUE DE LA BAISSE 69100 VILLEURBANNE,69100,847140.9864286276,6519879.963139747
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION,157-159 159 RUE ALEXIS PERRONCEL 69100 VILLEURBANNE,69100,846496.9166921364,6521383.93706878
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRE EST PEINTURES DISTRIBUTION, 76 RUE DE VERDUN 69100 VILLEURBANNE,69100,847500.1112171159,6521797.211567543
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES INDUSTRIE ET BATIMENT, 55 AVENUE PAUL KRUGER 69100 VILLEURBANNE,69100,847526.522716414,6519088.535050178
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ECO ASSISTANCES, 237 RUE FRANCIS DE PRESSENSE 69100 VILLEURBANNE,69100,846948.1,6520671.58
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DKO INTERRUPTEUR,CENTRE D'AFFAIRES AG.SEF 92 RUE HIPPOLYTE KAHN 69100 VILLEURBANNE,69100,845778.0429182533,6520286.093251943
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS, 79 RUE MAGENTA 69100 VILLEURBANNE,69100,845448.4492473989,6520218.953032967
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),CHEVALIER FRERES, 54 RUE PAUL VERLAINE 69100 VILLEURBANNE,69100,846144.1406749452,6519972.553067134
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),RHONE FIXATIONS, 14 RUE DOUAUMONT 69100 VILLEURBANNE,69100,847543.0900679628,6522023.521232372
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),LA MATENZO,RESIDENCE LES PORTES DE LA SOIE  22A  RUE DU CIMETIERE 69100 VILLEURBANNE,69100,848515.1561375717,6520209.774667995
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),FRANCE MENUISERIE ISOLATION, 52 RUE PAUL VERLAINE 69100 VILLEURBANNE,69100,846142.7857514882,6519983.740107574
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),AGENCEMENT DECORATION STAFF, 5 RUE JULES KUMER 69100 VILLEURBANNE,69100,846936.0678703049,6520359.261664203
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),AGENCEMENT DECORATION STAFF, 7 RUE JULES KUMER 69100 VILLEURBANNE,69100,846935.4598672915,6520345.695021327
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),AGENCEMENT DECORATION STAFF, 260 COURS EMILE ZOLA 69100 VILLEURBANNE,69100,846884.304083559,6520410.67532548
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),GOBANNE, 57 AVENUE ANTOINE DE SAINT-EXUPERY 69100 VILLEURBANNE,69100,846294.5403172033,6519331.859420112
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),1001 MPBC,299-301 299 COURS EMILE ZOLA 69100 VILLEURBANNE,69100,847115.0974263935,6520375.993205082
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),HM RENOV 26, 67 RUE DU CHAMP DE L'ORME 69100 VILLEURBANNE,69100,847299.1204412477,6520965.037279346
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),ETABLISSEMENTS LAURENT CAMUS,4 RUE GERVAIS BUSSIERE COMMUN AVEC 20 AVENUE ROGER SALENGRO 69100 VILLEURBANNE,69100,846045.9078316856,6521626.450145239
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,6 D SOLUTIONS, 17 PLACE XAVIER RICARD 69110 SAINTE-FOY-LES-LYON,69110,840435.5088848945,6516805.420929438
20.30Z,Fabrication de peintures vernis encres et mastics,VERNIJURA,ZA EST 17 RUE LOUIS SAILLANT 69120 VAULX-EN-VELIN,69120,850707.7927168661,6521474.283008059
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ALLIANCE EURASIA, 41 AVENUE GRANDCLEMENT 69120 VAULX-EN-VELIN,69120,848599.3583233444,6520678.252491542
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EUROFEN'S, 33 RUE ERNEST RENAN 69120 VAULX-EN-VELIN,69120,848123.3031278765,6522396.192955036
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MINE ASHEM, 12 CHEMIN CLAUDE DEBUSSY 69120 VAULX-EN-VELIN,69120,849832.503694243,6521787.758611683
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TOPALETTE, 2 RUE LUCIE AUBRAC 69120 VAULX-EN-VELIN,69120,849174.7811090362,6521436.255162935
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,VERANTECH FRANCE, 105 AVENUE PAUL MARCELLIN 69120 VAULX-EN-VELIN,69120,850037.5986040557,6521614.037879829
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,NOTHAM DISTRIBUTION, 41 RUE BALLAND 69120 VAULX-EN-VELIN,69120,848270.0933654543,6521139.723518632
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GLOBALIS COMPETENCES, 12 RUE FULGENCIO GIMENEZ 69120 VAULX-EN-VELIN,69120,849390.4478817484,6518729.949992824
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CIFFREO & BONA, 3 RUE DES ALPES 69120 VAULX-EN-VELIN,69120,850509.9132653025,6521951.640880099
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MZ EMBALLAGES, 4 CHEMIN MAURICE FERREOL 69120 VAULX-EN-VELIN,69120,848919.2476536597,6522618.861235644
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,HK TRANSIT, 12 CHEMIN MAURICE FERREOL 69120 VAULX-EN-VELIN,69120,848879.3133900808,6522608.782856678
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ANAECOBAT SOLUTION PEINTURE, 17 RUE LOUIS SAILLANT 69120 VAULX-EN-VELIN,69120,850707.7927168661,6521474.283008059
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MONSIEUR FENETRES, 98 RUE ALEXANDRE DUMAS 69120 VAULX-EN-VELIN,69120,850076.837267594,6518932.0965435505
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CTC RHONE ALPES, 27 AVENUE PABLO PICASSO 69120 VAULX-EN-VELIN,69120,849073.1486465835,6521274.712824535
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMVA, 66 AVENUE DU 8 MAI 1945 69120 VAULX-EN-VELIN,69120,848349.7098698879,6522787.568014862
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LA PLATEFORME, 23 RUE MARIUS GROSSO 69120 VAULX-EN-VELIN,69120,850462.0261825876,6520059.813572196
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETS A BERNOUX, 14 RUE FULGENCIO GIMENEZ 69120 VAULX-EN-VELIN,69120,849429.3884632807,6518727.56553515
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CARRODRIVE, 15 RUE JEAN CORONA 69120 VAULX-EN-VELIN,69120,848313.5379615054,6521728.403829558
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAS BADOSA MATERIAUX, 10 CHEMIN DES PLATES 69120 VAULX-EN-VELIN,69120,848933.9799478804,6521992.930565448
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ITEX MATERIAUX, 36 RUE LOUIS SAILLANT 69120 VAULX-EN-VELIN,69120,850950.9367982636,6521824.845231168
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EUROPA TRANSIT, 12 CHEMIN MAURICE FERREOL 69120 VAULX-EN-VELIN,69120,848879.3133900808,6522608.782856678
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,P. BILLAT, 160 AVENUE MARCEL CACHIN 69120 VAULX-EN-VELIN,69120,850609.4625523284,6522234.016612509
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ISOFULL,LA TOUR 15 AVENUE GEORGES ROUGE 69120 VAULX-EN-VELIN,69120,849196.8513690614,6522471.7574930675
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE INDUSTRIELLE DE L'OUEST DES PRODUITS ISOLANTS - OUEST ISOL, 41 BOULEVARD DES DROITS DE L'HOMME 69120 VAULX-EN-VELIN,69120,850272.2498781348,6519338.7810772965
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMSE, 64 AVENUE FRANKLIN ROOSEVELT 69120 VAULX-EN-VELIN,69120,850540.5705175487,6519932.327081209
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,BP 230 6 RUE JEAN CORONA 69120 VAULX-EN-VELIN,69120,848258.4757131411,6521462.805856315
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SODICIL, 7 RUE DES MARAICHERS 69120 VAULX-EN-VELIN,69120,848215.1042380554,6522713.886767115
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ZOLPAN, 51 AVENUE LEFEVRE 69120 VAULX-EN-VELIN,69120,848474.6519210868,6521510.579398813
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES MAESTRIA, 5 RUE DES ALPES 69120 VAULX-EN-VELIN,69120,850449.1545775635,6521979.254302434
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LMS SA, 10 RUE FULGENCIO GIMENEZ 69120 VAULX-EN-VELIN,69120,849346.8414978927,6518732.332231926
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CERAMIKA PRESTIGE, 15 RUE JEAN CORONA 69120 VAULX-EN-VELIN,69120,848313.5379615054,6521728.403829558
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DESTOCKPRO,SUPERMARCHE AUX PUCES  RUE TITA COIS 69120 VAULX-EN-VELIN,69120,848014.8321986404,6520852.296813267
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ALPES COULEUR DECORATION,ZI LA RIZE 7 RUE LEONARD DE VINCI 69120 VAULX-EN-VELIN,69120,850081.7404114631,6521782.743451515
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SOCIETE BAT'X SARL,BP 22 10 RUE PIERRE MENDES FRANCE 69120 VAULX-EN-VELIN,69120,850320.75236441,6521503.5544911865
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COMPTOIR DES PEINTURES DU RHONE, 33 RUE ERNEST RENAN 69120 VAULX-EN-VELIN,69120,848123.3031278765,6522396.192955036
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,URBATEC, 38 AVENUE DU 8 MAI 1945 69120 VAULX-EN-VELIN,69120,848076.775362666,6522768.5306526795
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AB COLOR DECAPAGE, 48 RUE ALEXANDRE DUMAS 69120 VAULX-EN-VELIN,69120,849708.3382535224,6518921.762703781
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SOLUTION PEINTURE DISTRIBUTION, 17 RUE LOUIS SAILLANT 69120 VAULX-EN-VELIN,69120,850707.7927168661,6521474.283008059
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PAINTER LAB, 105 AVENUE PAUL MARCELLIN 69120 VAULX-EN-VELIN,69120,850037.5986040557,6521614.037879829
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CERAMIKA DRIVE EST, 15 RUE JEAN CORONA 69120 VAULX-EN-VELIN,69120,848313.5379615054,6521728.403829558
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CERAMIKA DRIVE SUD, 15 RUE JEAN CORONA 69120 VAULX-EN-VELIN,69120,848313.5379615054,6521728.403829558
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DECASTONE, 158 AVENUE FRANKLIN ROOSEVELT 69120 VAULX-EN-VELIN,69120,850405.4201665863,6518981.464402259
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,THEODORE MAISON DE PEINTURE, 10 RUE JACQUES TATI 69120 VAULX-EN-VELIN,69120,850050.8345750303,6518672.523717263
46.90Z,Commerce de gros (commerce interentreprises) non specialise,'LINEO,ZA EST 17 RUE LOUIS SAILLANT 69120 VAULX-EN-VELIN,69120,850707.7927168661,6521474.283008059
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),FERMETURE ECON'HOME, 37 AVENUE DU 8 MAI 1945 69120 VAULX-EN-VELIN,69120,848063.172589814,6522778.310786827
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),THERMO-CONCEPT 69,  RUE DES VERGERS 69120 VAULX-EN-VELIN,69120,848397.7656011786,6522516.57683467
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CNT,ZONE ARTISANALE  IMPASSE DU PETIT PRINCE 69124 COLOMBIER-SAUGNIEU,69124,863612.8173260958,6514323.654636371
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DECK-KING, 5 RUE DE LA TERRE NOBLE 69126 BRINDAS,69126,832421.324433243,6514771.9999763565
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ELIGO BOIS, 27 RUE DU CHAPITRE 69126 BRINDAS,69126,832182.8252629297,6514625.016497508
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRALE DES REVETEMENTS, 169 CHEMIN DU GROSSAND 69126 BRINDAS,69126,833145.4604892164,6514998.038192942
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DPIB,ZONE ARTISANALE DES ANDRES 2 RUE PRE MAGNE 69126 BRINDAS,69126,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MONKITISOLATION, 6 CHEMIN DE CHALIN 69130 ECULLY,69130,839189.150541594,6521359.171951862
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AS PRV INNOV,BATIMENT B 23 AVENUE RAYMOND DE VEYSSIERE 69130 ECULLY,69130,838305.3440345781,6520962.290735845
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,COBOIS SARL, 24 AVENUE EDOUARD AYNARD 69130 ECULLY,69130,838226.1542563601,6521327.177469104
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,QRIX, 8 CHEMIN DES HAUTES BRUYERES 69130 ECULLY,69130,837025.1523730194,6521236.362367769
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),AQUAECULLY, 62 AV PAUL SANTY 69130 ECULLY,69130,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,NOMAD, 58 ROUTE DE GENEVE 69140 RILLIEUX-LA-PAPE,69140,846950.7157551616,6524824.131663916
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,KARDIGAN,BATIMENT ZERMATT 1306 CHEMIN DU CHAMP DE LIERE 69140 RILLIEUX-LA-PAPE,69140,845482.2567919914,6524714.462684007
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INHEXIS, 17 IMP GEN BROSSET 69140 RILLIEUX LA PAPE,69140,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,3F3G, 260 RUE DU COMPANET 69140 RILLIEUX-LA-PAPE,69140,845954.6611597356,6525246.776646296
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AB CONCEPT, 9 AVENUE GENERAL LECLERC 69140 RILLIEUX-LA-PAPE,69140,847740.4946318705,6525545.489691988
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARKTIC, 160 RUE HELENE BOUCHER 69140 RILLIEUX-LA-PAPE,69140,847997.4164750137,6527033.088766887
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),ID'RENO, 2871 AVENUE DE L'EUROPE 69140 RILLIEUX-LA-PAPE,69140,848704.95,6526566.56
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),CASTORAMA FRANCE,ROND POINT DE VANCIA   CHP DU ROI 69140 RILLIEUX LA PAPE,69140,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),GUGLER LYON EST, 110 RUE DU COMPANET 69140 RILLIEUX-LA-PAPE,69140,845805.1991127045,6525142.468649381
47.53Z,Commerce de detail de tapis moquettes et revetements de murs et de sols en magasin specialise,FOUCRAY DECO, 1 AVENUE DE L'HIPPODROME 69140 RILLIEUX-LA-PAPE,69140,846739.9252108118,6525889.694773547
20.30Z,Fabrication de peintures vernis encres et mastics,RECA, 163 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU,69150,850383.9750120396,6518749.10607379
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INOLYS, 42 RUE VAUCANSON 69150 DECINES-CHARPIEU,69150,850767.0398439735,6518958.345859954
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MONSIEUR FENETRES, 161 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU,69150,850392.007408279,6518798.957560711
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INOPRO, 42 RUE VAUCANSON 69150 DECINES-CHARPIEU,69150,850767.0398439735,6518958.345859954
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARTMONY, 24 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU,69150,850778.0811287519,6519724.210612293
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ONE TWO PALETTE, 70 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU,69150,850724.7882049237,6519263.345356322
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,M.F.E, 161 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU,69150,850392.007408279,6518798.957560711
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LCDM CONSEIL & DISTRIBUTION, 65 RUE DE L'EGALITE 69150 DECINES-CHARPIEU,69150,852834.3276327461,6520509.0241244435
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ILIOS, 6 RUE CHAMPOLLION 69150 DECINES-CHARPIEU,69150,851767.6635852754,6520707.491397388
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TOUTES LES PORTES T.L.P, 30 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU,69150,850763.5945057697,6519510.017270764
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS,217-219 217 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU,69150,850290.8415462904,6518182.627932713
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES VALBERT, 8 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU,69150,850763.5945057697,6519510.017270764
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,INTER VERNIS SERVICES,PARC D'ACTIVITE 31 RUE WILSON 69150 DECINES-CHARPIEU,69150,851054.4392959839,6520307.53620067
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ANG PEINTURE, 31 RUE WILSON 69150 DECINES-CHARPIEU,69150,851054.4392959839,6520307.53620067
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,EUROPEINT DISTRIBUTION, 61 AVENUE DES BRUYERES 69150 DECINES-CHARPIEU,69150,850989.4164366152,6519379.71356359
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SM NEGOCE, 24 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU,69150,850778.0811287519,6519724.210612293
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),PISCINES PLAISIR LYON RIVE GAUCHE,81-83-PARC LES RIVOLLES 81 RUE ELISEE RECLUS 69150 DECINES-CHARPIEU,69150,850538.6694477432,6518215.695135138
