NAF,Code_NAF,Nom,Adresse_etablissement,Code_Postal,CoordonneesLambertAbscisse,coordonneesLambertOrdonnee
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LYON NEGOCE CARRELAGE, 51 ROUTE DE LYON 69330 JONS,69330,861746.3186940355,6524469.113121909
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DECO DESIGN CARRELAGE, 2 ROUTE NATIONALE 69330 PUSIGNAN,69330,859146.7381300977,6519885.464682212
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,S2C, 6 ALLEE JOANNES COURVOISY 69330 MEYZIEU,69330,855556.0656913265,6521084.5404317025
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AQUA NOUVELLES ENERGIES (A.N.R), 129 RUE DE LA REPUBLIQUE 69330 MEYZIEU,69330,856192.8311196631,6520406.539033476
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),CLOTURES ET VOUS, 625 RUE GUSTAVE EIFFEL 69330 MEYZIEU,69330,857740.7112518994,6522344.959084295
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),DECIBOIS, 10 CHEMIN DE PEYSSILIEU 69330 MEYZIEU,69330,854348.3914918315,6520695.339396759
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),KAYA FACADES, 1 RUE DE BOURGOGNE 69330 MEYZIEU,69330,856200.8330160048,6520186.901994104
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),AQUA SERVICES EURL, 17 ROUTE DE PUSIGNAN 69330 JONS,69330,861834.2663728669,6523874.773239141
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),SARL RAYON DE LUMIERE, 6 RUE JULES RENARD 69330 MEYZIEU,69330,854375.7614725669,6521266.676463118
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SEV CONCEPT, 2 RUE DE LA DOULLINE 69340 FRANCHEVILLE,69340,836964.5573346713,6516890.839798404
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,K SCHMID AG, 10 IMPASSE DES GLYCINES 69340 FRANCHEVILLE,69340,837455.0265642141,6518148.883969405
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,VELTECHS, 4 ALLEE DES SAPINS 69340 FRANCHEVILLE,69340,837017.9673792517,6517787.436355354
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TOP MODULES,PARC MATERIEL 18 ROUTE DE SEREZIN 69360 TERNAY,69360,841328.4264269364,6503537.7582998825
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ED, 325 RUE DES EPARVIERS 69360 SOLAIZE,69360,843048.138130397,6505877.345317317
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,P&M DISTRIBUTION,D312 33 ROUTE DE GIVORS 69360 TERNAY,69360,841105.6974506357,6503365.246276572
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ROCHE EXPLOITATION MATERIAUX,   ZONE PORTUAIRE 69360 SEREZIN-DU-RHONE,69360,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,RECHERCHE GESTION DEVELOPPEMENTS, 15 RUE MAURICE PETIT 69360 SEREZIN-DU-RHONE,69360,842063.498384074,6505145.154400376
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,B.A.T BATIMENT, 92 AVENUE DU DAUPHINE 69360 SEREZIN-DU-RHONE,69360,843030.0112136164,6504921.064149936
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),TCP MENUISERIES, 20 AVENUE DU CHAMP DE MARS 69360 SAINT-SYMPHORIEN-D'OZON,69360,844741.6761590464,6505645.263817021
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),TERNAY BAINS, 45 ROUTE DE GIVORS 69360 TERNAY,69360,841044.9942181972,6503201.009235816
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),TERNAY SOLS, 45 ROUTE DE GIVORS 69360 TERNAY,69360,841044.9942181972,6503201.009235816
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),APICE PISCINE, 47 RUE DE LA GARDE 69360 COMMUNAY,69360,842878.997138946,6501546.3267646525
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,Z POOL CONCEPT, 13 CHEMIN DES RIVIERES 69370 SAINT-DIDIER-AU-MONT-D'OR,69370,839802.3739921198,6523085.852359051
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ACANTHE, 16 ALLEE DE CHANTEVENT 69370 SAINT-DIDIER-AU-MONT-D'OR,69370,840464.5658086591,6523554.189508088
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,OLTERRE, 105  SUD RTE NATIONALE 6 69380 LISSIEU,69380,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BRICO DISTRIBUTION,PARC TERTIAIRE DU BOIS DIEU IMM. LYS 2 ALL DES CHEVREUILS 69380 LISSIEU,69380,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PRODISO,ZAC DES ILES 235 RUE MARIE-PAULE RIVE 69380 MARCILLY-D'AZERGUES,69380,833457.1250219992,6531404.207552967
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE, 676 ROUTE DE LYON 69380 LOZANNE,69380,831041.3894423695,6529843.631591125
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DOMODULIS, 238 CHEMIN DE CONZY 69380 CHATILLON,69380,827212.2551542252,6531560.210743443
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,JCVI, 37 RUE DE BATAILLY 69380 CHAZAY-D'AZERGUES,69380,831729.7492875238,6531813.556711034
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARSENERGY, 4 ALLEE DE LA COMBE 69380 LISSIEU,69380,835058.6151473952,6528229.179132838
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MON SOL EN PIERRE, 45 IMPASSE DES SAILLANTS 69380 CHESSY,69380,825659.571491465,6533104.513053992
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PROSIREF,   ZAC DES CERISIERS 69380 LOZANNE,69380,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD CARRELAGES, 676 ROUTE DE LYON 69380 LOZANNE,69380,831041.3894423695,6529843.631591125
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,  LD LES FAVIERES 69380 LISSIEU,69380,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,ZI LES FAVIERES  RTE DE MARCILLY RD 16 69380 LISSIEU,69380,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CA IMMOBILIER, 76 ROUTE DE FLEURIEUX 69380 CHATILLON,69380,829518.0251013607,6529845.889018
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,BARAKA, 263 RUE DU PESSELIN 69380 CHASSELAY,69380,837626.6799516021,6532181.62117258
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LA CULTURA DELLE MATERIA,LIEUDIT LA CHICOTIERE 565 ROUTE NATIONALE 6 69380 DOMMARTIN,69380,834480.4612233095,6529017.773785224
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PREVALECO,MR CASSABOIS 248 ALLEE DU BOURG DES VERCHERES 69380 DOMMARTIN,69380,832949.9046328989,6527637.231905468
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),TOUT POUR L'EAU,RN 6   FAVIERES 69380 LISSIEU,69380,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),APS'EAU,105SUD 105 RTE NATIONALE 6 69380 LISSIEU,69380,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),HABITAT HORIZON, 48 ROUTE DE LYON 69380 LOZANNE,69380,830411.4253630779,6529747.658756406
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),ETS HENRI MAYERE, 1 CHEMIN DU PONTET 69380 CIVRIEUX-D'AZERGUES,69380,832285.8892909053,6530071.983693663
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AQUAEVA SERVICES,BATIMENT ARTIPOLIS  RUE DES MURIERS 69390 VOURLES,69390,836888.0576949565,6507883.74943295
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,NEGO-FLEX, 70 ROUTE DE L'ETRA 69390 CHARLY,69390,839645.0302435956,6506730.870540985
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CONCEPT BERTHEAU MENUISERIES, 36 RUE DU GUICHOLET 69390 MILLERY,69390,838935.1750711764,6505482.800693599
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CONCEPT WORLD, 146 RUE DES QUATRE CHEMINS 69390 MILLERY,69390,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,WATER EXCEPTION, 10 CHEMIN DES ECLAPONS 69390 VOURLES,69390,837137.7764128053,6507660.824828668
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),L VERANDA, 22 CHEMIN DES RONZIERES 69390 VOURLES,69390,837077.7170901033,6508383.944043373
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),FLOMAXALE, 144 PL DU 11 NOVEMBRE 1918 69390 VERNAISON,69390,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),LEROY MERLIN FRANCE,   LES SEPT CHEMINS 69390 VOURLES,69390,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),EUROPORTAIL,   PARC ACTIVITE LES AYATS 69390 MILLERY,69390,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),ALPES CONFORT RHONE,ZONE D'ACTIVITE LES PLATTES 22 CHEMIN DES RONZIERES 69390 VOURLES,69390,837077.7170901033,6508383.944043373
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,NAT'HABITAT, 205 RUE DES CHANTIERS DU BEAUJOLAIS 69400 LIMAS,69400,833032.6931134217,6543318.3771378
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOVIPAR SARL, 1460  ROUTE NATIONALE 6 69400 LIMAS,69400,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,JOSE FERNANDEZ SELECTION, 170 RUE DU NIZERAND 69400 VILLEFRANCHE-SUR-SAONE,69400,832292.7241408405,6545843.0775791835
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE,PARC DE L ECHANGEUR  RUE CHARLES SEVE 69400 VILLEFRANCHE-SUR-SAONE,69400,835112.9162957815,6543512.073141566
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DP DIFFUSION,ZAC DE CHANTEGRILLET  ROUTE NATIONALE 6 69400 ARNAS,69400,833069.466193385,6546795.989035537
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TRANSPARENCE CONCEPTION, 682 ROUTE D’ANSE 69400 LIMAS,69400,832878.53,6542814.73
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FENETRES & VOUS, 533 RUE DES GRILLONS 69400 GLEIZE,69400,831699.8555033358,6545392.851247673
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DSHWOOD FRANCE,BATIMENT 4 PARC MILLESIME 119 RUE MICHEL AULAS 69400 LIMAS,69400,832873.4288300604,6543206.168901317
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CIFFREO & BONA, 1425 ROUTE NATIONALE 6 69400 ARNAS,69400,833084.2703718408,6547310.152574266
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD CARRELAGES, 414 AVENUE DE LA PLAGE 69400 VILLEFRANCHE-SUR-SAONE,69400,835336.408463369,6543844.696503466
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,OLLIER BOIS, 552 RUE DE L’ECOSSAIS 69400 LIMAS,69400,833763.5793580052,6543132.390588828
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FRANCE NEG, 176 RUE DES FRERES LUMIERE 69400 VILLEFRANCHE-SUR-SAONE,69400,832402.567404132,6543667.026268079
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TENDANCE MENUISERIES, 45 RUE D’ALMA 69400 VILLEFRANCHE-SUR-SAONE,69400,832925.6903357889,6544324.846879296
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ESPACE MENUISERIE, 1525 ROUTE DE FRANS 69400 VILLEFRANCHE-SUR-SAONE,69400,834726.8708122858,6544186.232687577
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SITES, 705 RUE DE LA COMBE 69400 PORTE DES PIERRES DOREES,69400,829605.3758127297,6543131.4468851285
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ADB DECORATION,ZAC DES GRILLONS 111 RUE DE L’ANCIENNE DISTILLERIE 69400 GLEIZE,69400,831779.6961189859,6545668.153317488
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ZIP-CLIP,ZONE D'EPINAY 192 RUE DE LA CHAPELLE 69400 GLEIZE,69400,832194.4735359508,6546301.695762534
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FRANS BONHOMME, 161 IMPASSE DE LA CHARTONNIERE 69400 ARNAS,69400,833162.5895343376,6546926.867326063
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SERF SOCIETE NOUVELLE, 1139 CHEMIN DES GRANDS MOULINS 69400 GLEIZE,69400,831267.5908039951,6543989.212835602
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CALAD BOIS,ZA D EPINAY 715 RUE DE LA FARNIERE 69400 GLEIZE,69400,832254.9755774777,6546653.451273664
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CALADE PARQUET, 118 RUE DES PEPINIERES 69400 ARNAS,69400,833447.6241328521,6547664.8620359395
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,J. P BEURIER,ZAC D'EPINAY 836 RUE DE LA FARNIERE 69400 GLEIZE,69400,832105.2310840532,6546577.011924655
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RESO LPI,ZI ARNAS NORD 27 IMP GRANGE MORIN 69400 ARNAS,69400,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BOURG MATERIAUX, 414 AVENUE DE LA PLAGE 69400 VILLEFRANCHE-SUR-SAONE,69400,835336.408463369,6543844.696503466
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RD NEGOCE,ETAGE 1 71 RUE DE LA SOUS-PREFECTURE 69400 VILLEFRANCHE-SUR-SAONE,69400,832947.1,6544685.98
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD CARRELAGES,VILLEFRANCHE SUR SAONE  AVENUE DE L’EUROPE 69400 VILLEFRANCHE-SUR-SAONE,69400,834868.1537088276,6544966.668498964
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE, 414 AVENUE DE LA PLAGE 69400 VILLEFRANCHE-SUR-SAONE,69400,835336.408463369,6543844.696503466
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AU COEUR DE LA FENETRE, 537 AVENUE JOSEPH BALLOFFET 69400 VILLEFRANCHE-SUR-SAONE,69400,832211.4223381269,6545332.365826281
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE, 40 RUE GABRIEL VOISIN 69400 VILLEFRANCHE-SUR-SAONE,69400,834767.1952420305,6543460.1206270335
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LITT DIFFUSION SA,  RUE DE L’ECOSSAIS 69400 LIMAS,69400,833851.8670404982,6543295.162718473
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,ZONE INDUST.NORD 127 RUE DES PEPINIERES 69400 ARNAS,69400,833424.3020843784,6547634.250695425
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 109 IMPASSE DE CHAVANNE 69400 ARNAS,69400,833323.9173294862,6547804.894290028
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,C B C,PORT DU BEAUJOLAIS 175 RUE DENIS PAPIN 69400 VILLEFRANCHE-SUR-SAONE,69400,834792.99,6545411.65
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION, 157 IMPASSE DE CHAVANNE 69400 ARNAS,69400,833392.3656529055,6547732.300506403
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AKZO NOBEL DISTRIBUTION, 540 RUE BENOIT MULSANT 69400 VILLEFRANCHE-SUR-SAONE,69400,834516.2843622897,6545545.84480088
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS,ZI NORD ANGLE DE L'AVENUE E. HERRIOT  RUE PAUL CLAUDEL 69400 VILLEFRANCHE-SUR-SAONE,69400,833415.7786332668,6543841.3456877535
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ZOLPAN,   PARC DE CHAVANNES EST 69400 ARNAS,69400,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRE EST PEINTURES DISTRIBUTION, 594 BOULEVARD ALBERT CAMUS 69400 VILLEFRANCHE-SUR-SAONE,69400,833619.8892097772,6543661.417079862
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES VALBERT,CELLULE1 369 RUE BENOIT MULSANT 69400 VILLEFRANCHE-SUR-SAONE,69400,834462.2184898609,6545691.387806027
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LE COMPTOIR DECO, 193 CHEMIN DE LA CROIX DE FER 69400 LIMAS,69400,833184.4480615585,6542776.184320853
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,EAU CONCEPT DEVELOPPEMENT,PARC D'ACTIVITE D'EPINAY 155 ALLEE DES CAILLOTIERES 69400 GLEIZE,69400,832331.7679169786,6546549.369491456
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,E.R.M, 148 IMPASSE DE CHAVANNE 69400 ARNAS,69400,833365.0291857354,6547768.581080523
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),FERMETURE ECON'HOME, 209 RUE DE LA REPUBLIQUE 69400 VILLEFRANCHE-SUR-SAONE,69400,832888.084422416,6544466.0960053215
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),MISTERPISCINES,RN6 1460 ROUTE D’ANSE 69400 LIMAS,69400,832891.509463927,6542128.563908188
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),NOUVELLE DROGUERIE CALADOISE, 65 RUE DE LA BARMONDIERE 69400 VILLEFRANCHE-SUR-SAONE,69400,832848.7041957378,6544756.704771231
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),EURL MARIE SAIKI, 103 RUE CORLIN 69400 VILLEFRANCHE-SUR-SAONE,69400,832960.8150801482,6544674.946977044
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),LOREN-ATRES,PARC CHAVANNES PARC ACTIVITE 4 113 IMPASSE DE CHAVANNE 69400 ARNAS,69400,833328.3527789441,6547807.323724838
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),JPH PISCINES, 387 BOULEVARD ANTONIN LASSALLE 69400 VILLEFRANCHE-SUR-SAONE,69400,833233.4300139764,6543773.054441027
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),HABITAT HORIZON, 140 RUE DES CHANTIERS DU BEAUJOLAIS 69400 LIMAS,69400,833031.020137119,6543359.661233534
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),BRICO DEPOT,301-345 301 RUE CAMILLE DESMOULINS 69400 VILLEFRANCHE-SUR-SAONE,69400,834515.3740185642,6545334.000402064
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),BRICO DEPOT,ZAC DU GARET  RUE FRANCOIS MEUNIER VIAL 69400 VILLEFRANCHE-SUR-SAONE,69400,834230.30712643,6545538.778018934
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),BRICO CALADE, 1313 ROUTE DE FRANS 69400 VILLEFRANCHE-SUR-SAONE,69400,834521.2191662106,6544231.354070379
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),L.N.O., 1129  CHEMIN DE L'ANSE 69400 LIMAS,69400,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),EURO COULEUR,Z I NORD ARNAS 62 COUR DES LAVANDES 69400 ARNAS,69400,833596.9612429367,6547092.747946628
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),CP VILLEFRANCHE SUR SAONE, 447 RUE JOSEPH LEON JACQUEMAIRE 69400 VILLEFRANCHE-SUR-SAONE,69400,834905.8189036577,6545238.528827358
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),THALASSOR NEPTUNE, 69 RUE HENRI DEPAGNEUX 69400 LIMAS,69400,832850.4937295805,6543245.880088335
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),REVE BLEU, 280 RUE ALEXANDRE RICHETTA 69400 VILLEFRANCHE-SUR-SAONE,69400,834342.473379194,6544518.0000994075
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),DROGUERIE GLEIZEENNE, 590 RUE DU TACOT BEAUJOLAIS 69400 GLEIZE,69400,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),ALOHA PISCINES, 305 RUE GABRIEL VOISIN 69400 VILLEFRANCHE-SUR-SAONE,69400,834904.2384212345,6543714.178723794
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),VIAL MENUISERIES,418-428 418 RUE ALEXANDRE RICHETTA 69400 VILLEFRANCHE-SUR-SAONE,69400,834341.0926922393,6544661.814696596
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PIM MOBILITY,LE VILLAGE BY CA 1 AVENUE DE CHAMPFLEURY 69410 CHAMPAGNE-AU-MONT-D'OR,69410,839011.7767701985,6523701.031489269
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL MENUI'PRO, 97 AVENUE DE LANESSAN 69410 CHAMPAGNE-AU-MONT-D'OR,69410,839037.9561698766,6523526.453178534
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CONCEPT M, 1 CHEMIN DU TRONCHON 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838480.9400305554,6524025.256239574
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BALMONT BOIS,ZI DU TRONCHON 7 CHEMIN DES ANCIENNES VIGNES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,837856.8943461671,6524054.181485037
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,NEOLIFE, 11 CHEMIN DES ANCIENNES VIGNES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,837856.8943461671,6524054.181485037
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LOGIBIO, 18 RUE DES ROSIERISTES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838337.900182471,6524122.109440861
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INVEST HOME ECO, 11 RUE DES AULNES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838071.438037522,6524293.940443602
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FENETRES IMMOBILIER ISOLATION CONFORT, 7 RUE DES AULNES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838091.3593196332,6524247.624923659
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PORCELANOSA FRANCE,RN6 10 AVENUE GENERAL DE GAULLE 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838584.135699007,6524120.560868009
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,RN6 15 AVENUE GENERAL DE GAULLE 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838521.207484185,6524154.906306624
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,TASSO DESIGN DISTRICT, 109 AVENUE DE LANESSAN 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838962.72,6523620.05
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),DROGUERIE CHAMPAGNE, 2 CHEMIN DU TRONCHON 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838512.9873120523,6524040.753606117
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),SOCIETE NOUVELLE CHEMINEES DECOBAT, 31 AVENUE DE LANESSAN 69410 CHAMPAGNE-AU-MONT-D'OR,69410,839312.6497235533,6523179.677687702
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),CHRISTAL CHEMINEES,18 14 AVENUE GENERAL DE GAULLE 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838522.0403109605,6524197.135121107
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),SOCIETE DE MATERIAUX DE CONSTRUCTION - SMC, 90 AVENUE DE LANESSAN 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838908.7935664171,6523712.915829782
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CALLAIT MENUISERIES ET FERMETURES, 21 ROUTE DE LA TAQUIERE 69420 AMPUIS,69420,840905.9320716957,6489209.61587608
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GERKEN,Z.A.C. DE L ORME 3 CHEMIN DU CAMPING 69420 CONDRIEU,69420,838512.2275985935,6486437.210138223
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GIRARDON MATERIAUX,ZA DE VERENAY  LD CHAVAILLON ET CHATELON 69420 AMPUIS,69420,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PALMY BOIS SYLVICOLE, 29 CHE DU LUCE 69430 DEUX-GROSNES,69430,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,COLOMB BOIS,   LES GIERES 69430 DEUX-GROSNES,69430,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PIERRE RENAUD SAS, 850 CHEMIN DE BOIS MANIE 69440 TALUYERS,69440,834896.1058866478,6506962.310464527
